client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
d77ebf4b3b078422200182bc872f840f502839c18d90eb7231580c87f293137c097d2ca9e9febf46b7081666cbd53424bf6e89156cc960e883ec7866c32b1a29	common_voice_ru_22091791.mp3	один	2	0				ru	Singleword Benchmark
d77ebf4b3b078422200182bc872f840f502839c18d90eb7231580c87f293137c097d2ca9e9febf46b7081666cbd53424bf6e89156cc960e883ec7866c32b1a29	common_voice_ru_22091794.mp3	девять	2	0				ru	Singleword Benchmark
d77ebf4b3b078422200182bc872f840f502839c18d90eb7231580c87f293137c097d2ca9e9febf46b7081666cbd53424bf6e89156cc960e883ec7866c32b1a29	common_voice_ru_22091798.mp3	шесть	2	0				ru	Singleword Benchmark
032942d7ff61556e64fe19b99f22a6a2da822af48ab07f78ebe4c7135d77f9ebabca851cf84fec50fda732cd88157b6caaa3d12617317681ac3ec5c9f061b830	common_voice_ru_22443227.mp3	Эй	2	0				ru	Singleword Benchmark
032942d7ff61556e64fe19b99f22a6a2da822af48ab07f78ebe4c7135d77f9ebabca851cf84fec50fda732cd88157b6caaa3d12617317681ac3ec5c9f061b830	common_voice_ru_22443228.mp3	семь	2	0				ru	Singleword Benchmark
032942d7ff61556e64fe19b99f22a6a2da822af48ab07f78ebe4c7135d77f9ebabca851cf84fec50fda732cd88157b6caaa3d12617317681ac3ec5c9f061b830	common_voice_ru_22443229.mp3	четыре	2	0				ru	Singleword Benchmark
032942d7ff61556e64fe19b99f22a6a2da822af48ab07f78ebe4c7135d77f9ebabca851cf84fec50fda732cd88157b6caaa3d12617317681ac3ec5c9f061b830	common_voice_ru_22443230.mp3	ноль	2	0				ru	Singleword Benchmark
16b6fb9344e3dad5f37ded59f8dcff3e3119299cd2aae17c08e63f8bfe302f855ef7bf4706eb6f402c7bb1f737420c57908226e84adbd8b5c53fa822ffd618d6	common_voice_ru_22396786.mp3	ноль	2	1				ru	Singleword Benchmark
16b6fb9344e3dad5f37ded59f8dcff3e3119299cd2aae17c08e63f8bfe302f855ef7bf4706eb6f402c7bb1f737420c57908226e84adbd8b5c53fa822ffd618d6	common_voice_ru_22396787.mp3	Firefox	2	0				ru	Singleword Benchmark
16b6fb9344e3dad5f37ded59f8dcff3e3119299cd2aae17c08e63f8bfe302f855ef7bf4706eb6f402c7bb1f737420c57908226e84adbd8b5c53fa822ffd618d6	common_voice_ru_22396788.mp3	восемь	2	0				ru	Singleword Benchmark
16b6fb9344e3dad5f37ded59f8dcff3e3119299cd2aae17c08e63f8bfe302f855ef7bf4706eb6f402c7bb1f737420c57908226e84adbd8b5c53fa822ffd618d6	common_voice_ru_22396790.mp3	девять	2	0				ru	Singleword Benchmark
349f51b5d21e9324551a21869cc107bf9464fcd421a05fb61bd16e8f7dd329025ded504f9b187d4f46e7fd47b62b69185a3780d514ce0281703fa36cdec7d879	common_voice_ru_22305945.mp3	Firefox	2	0	twenties	male		ru	Singleword Benchmark
349f51b5d21e9324551a21869cc107bf9464fcd421a05fb61bd16e8f7dd329025ded504f9b187d4f46e7fd47b62b69185a3780d514ce0281703fa36cdec7d879	common_voice_ru_22305947.mp3	нет	2	0	twenties	male		ru	Singleword Benchmark
349f51b5d21e9324551a21869cc107bf9464fcd421a05fb61bd16e8f7dd329025ded504f9b187d4f46e7fd47b62b69185a3780d514ce0281703fa36cdec7d879	common_voice_ru_22305949.mp3	три	2	0	twenties	male		ru	Singleword Benchmark
349f51b5d21e9324551a21869cc107bf9464fcd421a05fb61bd16e8f7dd329025ded504f9b187d4f46e7fd47b62b69185a3780d514ce0281703fa36cdec7d879	common_voice_ru_22305952.mp3	семь	2	0	twenties	male		ru	Singleword Benchmark
3ab4cc4fd443e95014ab7ad69343808bf144939b6d37d4b4dd8db233748a78dcde970f5905dbbbdc55e1d2cd7d9bee4efa29a3814ff4e0081fd60b423ea18c33	common_voice_ru_22115764.mp3	Эй	3	0	fourties	male		ru	Singleword Benchmark
3ab4cc4fd443e95014ab7ad69343808bf144939b6d37d4b4dd8db233748a78dcde970f5905dbbbdc55e1d2cd7d9bee4efa29a3814ff4e0081fd60b423ea18c33	common_voice_ru_22115773.mp3	ноль	2	1	fourties	male		ru	Singleword Benchmark
3ab4cc4fd443e95014ab7ad69343808bf144939b6d37d4b4dd8db233748a78dcde970f5905dbbbdc55e1d2cd7d9bee4efa29a3814ff4e0081fd60b423ea18c33	common_voice_ru_22115775.mp3	пять	2	0	fourties	male		ru	Singleword Benchmark
3ab4cc4fd443e95014ab7ad69343808bf144939b6d37d4b4dd8db233748a78dcde970f5905dbbbdc55e1d2cd7d9bee4efa29a3814ff4e0081fd60b423ea18c33	common_voice_ru_22115865.mp3	один	2	0	fourties	male		ru	Singleword Benchmark
ca4787cf7b1ffc2f30a8b335db437cea1592b803859c47ed851463a27b9a0c07ef7ca69a00d7230685a9f766ebd3c1daace7fb529115049851b2cccc22084e86	common_voice_ru_21914226.mp3	восемь	2	0	twenties	male		ru	Singleword Benchmark
ca4787cf7b1ffc2f30a8b335db437cea1592b803859c47ed851463a27b9a0c07ef7ca69a00d7230685a9f766ebd3c1daace7fb529115049851b2cccc22084e86	common_voice_ru_21914227.mp3	четыре	2	0	twenties	male		ru	Singleword Benchmark
ca4787cf7b1ffc2f30a8b335db437cea1592b803859c47ed851463a27b9a0c07ef7ca69a00d7230685a9f766ebd3c1daace7fb529115049851b2cccc22084e86	common_voice_ru_21914228.mp3	один	2	0	twenties	male		ru	Singleword Benchmark
ca4787cf7b1ffc2f30a8b335db437cea1592b803859c47ed851463a27b9a0c07ef7ca69a00d7230685a9f766ebd3c1daace7fb529115049851b2cccc22084e86	common_voice_ru_21914229.mp3	три	2	0	twenties	male		ru	Singleword Benchmark
061e468308bddee2e81b2aa36c6f3b326edb24032a13c0b25edc0361c89f995d5e79d734a27f47a29822186dc8f32074c1d0f18372516369c9db118fb8a2adfd	common_voice_ru_22399636.mp3	четыре	2	0	twenties	male		ru	Singleword Benchmark
061e468308bddee2e81b2aa36c6f3b326edb24032a13c0b25edc0361c89f995d5e79d734a27f47a29822186dc8f32074c1d0f18372516369c9db118fb8a2adfd	common_voice_ru_22399637.mp3	два	2	0	twenties	male		ru	Singleword Benchmark
061e468308bddee2e81b2aa36c6f3b326edb24032a13c0b25edc0361c89f995d5e79d734a27f47a29822186dc8f32074c1d0f18372516369c9db118fb8a2adfd	common_voice_ru_22399638.mp3	шесть	2	0	twenties	male		ru	Singleword Benchmark
061e468308bddee2e81b2aa36c6f3b326edb24032a13c0b25edc0361c89f995d5e79d734a27f47a29822186dc8f32074c1d0f18372516369c9db118fb8a2adfd	common_voice_ru_22399639.mp3	Firefox	2	0	twenties	male		ru	Singleword Benchmark
061e468308bddee2e81b2aa36c6f3b326edb24032a13c0b25edc0361c89f995d5e79d734a27f47a29822186dc8f32074c1d0f18372516369c9db118fb8a2adfd	common_voice_ru_22399640.mp3	Эй	2	0	twenties	male		ru	Singleword Benchmark
07cbb13e9c52b02468adb7e516346e87987b680645ccb34e74aa03eb1f1891fe99f3a69dc289ac73ef7c4873c3df4b9f656f16177463592f6777e567f19325d3	common_voice_ru_21902104.mp3	два	2	0	thirties	male		ru	Singleword Benchmark
07cbb13e9c52b02468adb7e516346e87987b680645ccb34e74aa03eb1f1891fe99f3a69dc289ac73ef7c4873c3df4b9f656f16177463592f6777e567f19325d3	common_voice_ru_21902105.mp3	восемь	2	0	thirties	male		ru	Singleword Benchmark
07cbb13e9c52b02468adb7e516346e87987b680645ccb34e74aa03eb1f1891fe99f3a69dc289ac73ef7c4873c3df4b9f656f16177463592f6777e567f19325d3	common_voice_ru_21902106.mp3	три	2	1	thirties	male		ru	Singleword Benchmark
07cbb13e9c52b02468adb7e516346e87987b680645ccb34e74aa03eb1f1891fe99f3a69dc289ac73ef7c4873c3df4b9f656f16177463592f6777e567f19325d3	common_voice_ru_21902107.mp3	девять	2	0	thirties	male		ru	Singleword Benchmark
07cbb13e9c52b02468adb7e516346e87987b680645ccb34e74aa03eb1f1891fe99f3a69dc289ac73ef7c4873c3df4b9f656f16177463592f6777e567f19325d3	common_voice_ru_21902108.mp3	один	2	0	thirties	male		ru	Singleword Benchmark
102bcf03e34634410662fa9a190ef2fa225dadd472d97c1473b8c3180bbf5699bec89e3d0bf50e9221432a0aea48e91682beb5a16f6fd9c57d23cf52245f15a1	common_voice_ru_22347784.mp3	один	2	0				ru	Singleword Benchmark
102bcf03e34634410662fa9a190ef2fa225dadd472d97c1473b8c3180bbf5699bec89e3d0bf50e9221432a0aea48e91682beb5a16f6fd9c57d23cf52245f15a1	common_voice_ru_22347786.mp3	семь	2	0				ru	Singleword Benchmark
102bcf03e34634410662fa9a190ef2fa225dadd472d97c1473b8c3180bbf5699bec89e3d0bf50e9221432a0aea48e91682beb5a16f6fd9c57d23cf52245f15a1	common_voice_ru_22347793.mp3	Firefox	2	0				ru	Singleword Benchmark
102bcf03e34634410662fa9a190ef2fa225dadd472d97c1473b8c3180bbf5699bec89e3d0bf50e9221432a0aea48e91682beb5a16f6fd9c57d23cf52245f15a1	common_voice_ru_22347801.mp3	два	2	1				ru	Singleword Benchmark
102bcf03e34634410662fa9a190ef2fa225dadd472d97c1473b8c3180bbf5699bec89e3d0bf50e9221432a0aea48e91682beb5a16f6fd9c57d23cf52245f15a1	common_voice_ru_22347868.mp3	восемь	2	0				ru	Singleword Benchmark
126dd4a6effd51f7ecbfe3c5c9dfd4a5eebec1afff887644792b1e68c6e338ed3647613c25d1a9965e80c96a5d3dd3e2f09ac335e3df2398085523d270f47980	common_voice_ru_22441323.mp3	восемь	2	0				ru	Singleword Benchmark
126dd4a6effd51f7ecbfe3c5c9dfd4a5eebec1afff887644792b1e68c6e338ed3647613c25d1a9965e80c96a5d3dd3e2f09ac335e3df2398085523d270f47980	common_voice_ru_22441324.mp3	один	3	0				ru	Singleword Benchmark
126dd4a6effd51f7ecbfe3c5c9dfd4a5eebec1afff887644792b1e68c6e338ed3647613c25d1a9965e80c96a5d3dd3e2f09ac335e3df2398085523d270f47980	common_voice_ru_22441325.mp3	ноль	2	0				ru	Singleword Benchmark
126dd4a6effd51f7ecbfe3c5c9dfd4a5eebec1afff887644792b1e68c6e338ed3647613c25d1a9965e80c96a5d3dd3e2f09ac335e3df2398085523d270f47980	common_voice_ru_22441326.mp3	Firefox	2	0				ru	Singleword Benchmark
126dd4a6effd51f7ecbfe3c5c9dfd4a5eebec1afff887644792b1e68c6e338ed3647613c25d1a9965e80c96a5d3dd3e2f09ac335e3df2398085523d270f47980	common_voice_ru_22441327.mp3	три	2	0				ru	Singleword Benchmark
1c05f8def37dd6e95c40a32bde8117a5e24407504d2c98221ac1d5b0bacfe70faf14e8b62ee200590228836d21f23bdec81059dfa3a268463590d8ddc925e4b1	common_voice_ru_22492852.mp3	семь	2	1				ru	Singleword Benchmark
1c05f8def37dd6e95c40a32bde8117a5e24407504d2c98221ac1d5b0bacfe70faf14e8b62ee200590228836d21f23bdec81059dfa3a268463590d8ddc925e4b1	common_voice_ru_22492853.mp3	два	2	0				ru	Singleword Benchmark
1c05f8def37dd6e95c40a32bde8117a5e24407504d2c98221ac1d5b0bacfe70faf14e8b62ee200590228836d21f23bdec81059dfa3a268463590d8ddc925e4b1	common_voice_ru_22492854.mp3	шесть	2	0				ru	Singleword Benchmark
1c05f8def37dd6e95c40a32bde8117a5e24407504d2c98221ac1d5b0bacfe70faf14e8b62ee200590228836d21f23bdec81059dfa3a268463590d8ddc925e4b1	common_voice_ru_22492855.mp3	четыре	2	0				ru	Singleword Benchmark
1c05f8def37dd6e95c40a32bde8117a5e24407504d2c98221ac1d5b0bacfe70faf14e8b62ee200590228836d21f23bdec81059dfa3a268463590d8ddc925e4b1	common_voice_ru_22492856.mp3	три	2	0				ru	Singleword Benchmark
2afe7228d9bab695b0a512976e47713e7ea40a628d9e6482b5d9ea8ab12ced1b86f8f7d016ab5e80582eb336aeb3d047b5c3e67be0411cdc8f11cab32f9aa265	common_voice_ru_22274786.mp3	три	2	0				ru	Singleword Benchmark
2afe7228d9bab695b0a512976e47713e7ea40a628d9e6482b5d9ea8ab12ced1b86f8f7d016ab5e80582eb336aeb3d047b5c3e67be0411cdc8f11cab32f9aa265	common_voice_ru_22274787.mp3	ноль	2	0				ru	Singleword Benchmark
2afe7228d9bab695b0a512976e47713e7ea40a628d9e6482b5d9ea8ab12ced1b86f8f7d016ab5e80582eb336aeb3d047b5c3e67be0411cdc8f11cab32f9aa265	common_voice_ru_22274788.mp3	пять	2	0				ru	Singleword Benchmark
2afe7228d9bab695b0a512976e47713e7ea40a628d9e6482b5d9ea8ab12ced1b86f8f7d016ab5e80582eb336aeb3d047b5c3e67be0411cdc8f11cab32f9aa265	common_voice_ru_22274789.mp3	два	2	0				ru	Singleword Benchmark
2afe7228d9bab695b0a512976e47713e7ea40a628d9e6482b5d9ea8ab12ced1b86f8f7d016ab5e80582eb336aeb3d047b5c3e67be0411cdc8f11cab32f9aa265	common_voice_ru_22274790.mp3	нет	2	0				ru	Singleword Benchmark
3ad40b66c731396390ee90827b16aad4c4a7d3274de4e36a90c3bddda5d93ea9c4db36c1f5e818a847db2d60a9004ca543fbf08f5c4c85d0d21ef3c3de59e0be	common_voice_ru_22062345.mp3	пять	2	0				ru	Singleword Benchmark
3ad40b66c731396390ee90827b16aad4c4a7d3274de4e36a90c3bddda5d93ea9c4db36c1f5e818a847db2d60a9004ca543fbf08f5c4c85d0d21ef3c3de59e0be	common_voice_ru_22062348.mp3	четыре	2	0				ru	Singleword Benchmark
3ad40b66c731396390ee90827b16aad4c4a7d3274de4e36a90c3bddda5d93ea9c4db36c1f5e818a847db2d60a9004ca543fbf08f5c4c85d0d21ef3c3de59e0be	common_voice_ru_22062350.mp3	один	2	0				ru	Singleword Benchmark
3ad40b66c731396390ee90827b16aad4c4a7d3274de4e36a90c3bddda5d93ea9c4db36c1f5e818a847db2d60a9004ca543fbf08f5c4c85d0d21ef3c3de59e0be	common_voice_ru_22062352.mp3	три	2	0				ru	Singleword Benchmark
3ad40b66c731396390ee90827b16aad4c4a7d3274de4e36a90c3bddda5d93ea9c4db36c1f5e818a847db2d60a9004ca543fbf08f5c4c85d0d21ef3c3de59e0be	common_voice_ru_22062354.mp3	нет	2	0				ru	Singleword Benchmark
4037017703c78763ee9ee29fd554148d6b99d88c329959b6423f229135910b8b3aaec42e7b1925c4ac92322e9188d715caadf9a60d976d30a438f92294b3c464	common_voice_ru_22219686.mp3	пять	2	0				ru	Singleword Benchmark
4037017703c78763ee9ee29fd554148d6b99d88c329959b6423f229135910b8b3aaec42e7b1925c4ac92322e9188d715caadf9a60d976d30a438f92294b3c464	common_voice_ru_22219688.mp3	нет	2	0				ru	Singleword Benchmark
4037017703c78763ee9ee29fd554148d6b99d88c329959b6423f229135910b8b3aaec42e7b1925c4ac92322e9188d715caadf9a60d976d30a438f92294b3c464	common_voice_ru_22219689.mp3	один	2	0				ru	Singleword Benchmark
4037017703c78763ee9ee29fd554148d6b99d88c329959b6423f229135910b8b3aaec42e7b1925c4ac92322e9188d715caadf9a60d976d30a438f92294b3c464	common_voice_ru_22219690.mp3	семь	2	0				ru	Singleword Benchmark
4037017703c78763ee9ee29fd554148d6b99d88c329959b6423f229135910b8b3aaec42e7b1925c4ac92322e9188d715caadf9a60d976d30a438f92294b3c464	common_voice_ru_22219691.mp3	Firefox	2	0				ru	Singleword Benchmark
4168bb8856495979d909eb9902ac50959cd5d18572b57f5a1d4888e6fb5db4aa313567a3b2aa347c515ba4e56a70d07a1fccb0a97c8d0b84702197bf2f4a6a99	common_voice_ru_22336961.mp3	один	2	0				ru	Singleword Benchmark
4168bb8856495979d909eb9902ac50959cd5d18572b57f5a1d4888e6fb5db4aa313567a3b2aa347c515ba4e56a70d07a1fccb0a97c8d0b84702197bf2f4a6a99	common_voice_ru_22336962.mp3	два	2	0				ru	Singleword Benchmark
4168bb8856495979d909eb9902ac50959cd5d18572b57f5a1d4888e6fb5db4aa313567a3b2aa347c515ba4e56a70d07a1fccb0a97c8d0b84702197bf2f4a6a99	common_voice_ru_22336963.mp3	ноль	2	0				ru	Singleword Benchmark
4168bb8856495979d909eb9902ac50959cd5d18572b57f5a1d4888e6fb5db4aa313567a3b2aa347c515ba4e56a70d07a1fccb0a97c8d0b84702197bf2f4a6a99	common_voice_ru_22336964.mp3	нет	2	0				ru	Singleword Benchmark
4168bb8856495979d909eb9902ac50959cd5d18572b57f5a1d4888e6fb5db4aa313567a3b2aa347c515ba4e56a70d07a1fccb0a97c8d0b84702197bf2f4a6a99	common_voice_ru_22336965.mp3	пять	2	0				ru	Singleword Benchmark
424ecd8685b967879214070e96a1c43b36705156ea8397ca470bae930f095703aeceebfc6cc1886837ff1508bfa9df2597aff166f690f5fd9c65b3b7179e6c8d	common_voice_ru_22404421.mp3	Эй	2	0				ru	Singleword Benchmark
424ecd8685b967879214070e96a1c43b36705156ea8397ca470bae930f095703aeceebfc6cc1886837ff1508bfa9df2597aff166f690f5fd9c65b3b7179e6c8d	common_voice_ru_22404422.mp3	нет	2	0				ru	Singleword Benchmark
424ecd8685b967879214070e96a1c43b36705156ea8397ca470bae930f095703aeceebfc6cc1886837ff1508bfa9df2597aff166f690f5fd9c65b3b7179e6c8d	common_voice_ru_22404423.mp3	ноль	2	0				ru	Singleword Benchmark
424ecd8685b967879214070e96a1c43b36705156ea8397ca470bae930f095703aeceebfc6cc1886837ff1508bfa9df2597aff166f690f5fd9c65b3b7179e6c8d	common_voice_ru_22404424.mp3	один	2	0				ru	Singleword Benchmark
424ecd8685b967879214070e96a1c43b36705156ea8397ca470bae930f095703aeceebfc6cc1886837ff1508bfa9df2597aff166f690f5fd9c65b3b7179e6c8d	common_voice_ru_22404425.mp3	девять	2	0				ru	Singleword Benchmark
4561176746e61a25680eef7a3e87b977e8f40d1cffce89aefd237cd2c55a956c2792191e2ed9aeb0c6713afc9ef52f6d40654a1506eb11098323cafbcf1bb17e	common_voice_ru_22252319.mp3	Firefox	2	0				ru	Singleword Benchmark
4561176746e61a25680eef7a3e87b977e8f40d1cffce89aefd237cd2c55a956c2792191e2ed9aeb0c6713afc9ef52f6d40654a1506eb11098323cafbcf1bb17e	common_voice_ru_22252320.mp3	четыре	2	0				ru	Singleword Benchmark
4561176746e61a25680eef7a3e87b977e8f40d1cffce89aefd237cd2c55a956c2792191e2ed9aeb0c6713afc9ef52f6d40654a1506eb11098323cafbcf1bb17e	common_voice_ru_22252321.mp3	да	2	0				ru	Singleword Benchmark
4561176746e61a25680eef7a3e87b977e8f40d1cffce89aefd237cd2c55a956c2792191e2ed9aeb0c6713afc9ef52f6d40654a1506eb11098323cafbcf1bb17e	common_voice_ru_22252322.mp3	один	2	0				ru	Singleword Benchmark
4561176746e61a25680eef7a3e87b977e8f40d1cffce89aefd237cd2c55a956c2792191e2ed9aeb0c6713afc9ef52f6d40654a1506eb11098323cafbcf1bb17e	common_voice_ru_22252323.mp3	два	2	0				ru	Singleword Benchmark
501af7a909ef85112f6706605fb16aa6507c4cafad2d112c5872bd0e5ccaee13924d8953e4c4dc707a4f5451f3152736b3155d90d8ede92fa38c2a1382d597d8	common_voice_ru_22494120.mp3	семь	2	1				ru	Singleword Benchmark
501af7a909ef85112f6706605fb16aa6507c4cafad2d112c5872bd0e5ccaee13924d8953e4c4dc707a4f5451f3152736b3155d90d8ede92fa38c2a1382d597d8	common_voice_ru_22494122.mp3	Firefox	2	1				ru	Singleword Benchmark
501af7a909ef85112f6706605fb16aa6507c4cafad2d112c5872bd0e5ccaee13924d8953e4c4dc707a4f5451f3152736b3155d90d8ede92fa38c2a1382d597d8	common_voice_ru_22494124.mp3	девять	2	0				ru	Singleword Benchmark
501af7a909ef85112f6706605fb16aa6507c4cafad2d112c5872bd0e5ccaee13924d8953e4c4dc707a4f5451f3152736b3155d90d8ede92fa38c2a1382d597d8	common_voice_ru_22494125.mp3	пять	2	0				ru	Singleword Benchmark
501af7a909ef85112f6706605fb16aa6507c4cafad2d112c5872bd0e5ccaee13924d8953e4c4dc707a4f5451f3152736b3155d90d8ede92fa38c2a1382d597d8	common_voice_ru_22494126.mp3	шесть	2	0				ru	Singleword Benchmark
542ff449c491d2027991258e93272dcdbbe62f1d5471d6452123591031add9dfc36779d022a0c5476959f153bf7ea9edc006c143dc201f19d30bb816cb497e9e	common_voice_ru_22423332.mp3	семь	2	1	teens	female		ru	Singleword Benchmark
542ff449c491d2027991258e93272dcdbbe62f1d5471d6452123591031add9dfc36779d022a0c5476959f153bf7ea9edc006c143dc201f19d30bb816cb497e9e	common_voice_ru_22423333.mp3	Firefox	2	1	teens	female		ru	Singleword Benchmark
542ff449c491d2027991258e93272dcdbbe62f1d5471d6452123591031add9dfc36779d022a0c5476959f153bf7ea9edc006c143dc201f19d30bb816cb497e9e	common_voice_ru_22423334.mp3	четыре	2	0	teens	female		ru	Singleword Benchmark
542ff449c491d2027991258e93272dcdbbe62f1d5471d6452123591031add9dfc36779d022a0c5476959f153bf7ea9edc006c143dc201f19d30bb816cb497e9e	common_voice_ru_22423335.mp3	шесть	2	0	teens	female		ru	Singleword Benchmark
542ff449c491d2027991258e93272dcdbbe62f1d5471d6452123591031add9dfc36779d022a0c5476959f153bf7ea9edc006c143dc201f19d30bb816cb497e9e	common_voice_ru_22423336.mp3	девять	2	0	teens	female		ru	Singleword Benchmark
5bb2b8685938f4890f565e2e7c97f0a3429c434d1e05c4ecad1a0195eb21b8baad8744743452b05002067cd0b87730bbb3c832d109baba26e4d4199adf93f50b	common_voice_ru_22222505.mp3	да	2	0	thirties	male		ru	Singleword Benchmark
5bb2b8685938f4890f565e2e7c97f0a3429c434d1e05c4ecad1a0195eb21b8baad8744743452b05002067cd0b87730bbb3c832d109baba26e4d4199adf93f50b	common_voice_ru_22222506.mp3	пять	2	0	thirties	male		ru	Singleword Benchmark
5bb2b8685938f4890f565e2e7c97f0a3429c434d1e05c4ecad1a0195eb21b8baad8744743452b05002067cd0b87730bbb3c832d109baba26e4d4199adf93f50b	common_voice_ru_22222507.mp3	девять	2	0	thirties	male		ru	Singleword Benchmark
5bb2b8685938f4890f565e2e7c97f0a3429c434d1e05c4ecad1a0195eb21b8baad8744743452b05002067cd0b87730bbb3c832d109baba26e4d4199adf93f50b	common_voice_ru_22222508.mp3	один	3	1	thirties	male		ru	Singleword Benchmark
5bb2b8685938f4890f565e2e7c97f0a3429c434d1e05c4ecad1a0195eb21b8baad8744743452b05002067cd0b87730bbb3c832d109baba26e4d4199adf93f50b	common_voice_ru_22222510.mp3	три	2	0	thirties	male		ru	Singleword Benchmark
61f67cba7db41bc2a0750a08f955cd0c13d1ad17c098fc3ef1e11a2306f8a25ad361e0d43211343c2934f39b25897b5476b1c420ec165669c68ac45779fc966a	common_voice_ru_22408704.mp3	Эй	2	0	thirties	male		ru	Singleword Benchmark
61f67cba7db41bc2a0750a08f955cd0c13d1ad17c098fc3ef1e11a2306f8a25ad361e0d43211343c2934f39b25897b5476b1c420ec165669c68ac45779fc966a	common_voice_ru_22408705.mp3	два	2	0	thirties	male		ru	Singleword Benchmark
61f67cba7db41bc2a0750a08f955cd0c13d1ad17c098fc3ef1e11a2306f8a25ad361e0d43211343c2934f39b25897b5476b1c420ec165669c68ac45779fc966a	common_voice_ru_22408706.mp3	пять	2	0	thirties	male		ru	Singleword Benchmark
61f67cba7db41bc2a0750a08f955cd0c13d1ad17c098fc3ef1e11a2306f8a25ad361e0d43211343c2934f39b25897b5476b1c420ec165669c68ac45779fc966a	common_voice_ru_22408707.mp3	один	2	0	thirties	male		ru	Singleword Benchmark
61f67cba7db41bc2a0750a08f955cd0c13d1ad17c098fc3ef1e11a2306f8a25ad361e0d43211343c2934f39b25897b5476b1c420ec165669c68ac45779fc966a	common_voice_ru_22408709.mp3	семь	2	0	thirties	male		ru	Singleword Benchmark
62271f6d266de9c2f175723ae6ad4e1c83e8109e367834f152e42bd96fe1ea5b0cb373bbb310c1281e7aa8dcc86e2fed574587a54c5ae7ed8f769f4d78930106	common_voice_ru_22458785.mp3	один	2	0				ru	Singleword Benchmark
62271f6d266de9c2f175723ae6ad4e1c83e8109e367834f152e42bd96fe1ea5b0cb373bbb310c1281e7aa8dcc86e2fed574587a54c5ae7ed8f769f4d78930106	common_voice_ru_22458786.mp3	три	2	0				ru	Singleword Benchmark
62271f6d266de9c2f175723ae6ad4e1c83e8109e367834f152e42bd96fe1ea5b0cb373bbb310c1281e7aa8dcc86e2fed574587a54c5ae7ed8f769f4d78930106	common_voice_ru_22458787.mp3	ноль	3	1				ru	Singleword Benchmark
62271f6d266de9c2f175723ae6ad4e1c83e8109e367834f152e42bd96fe1ea5b0cb373bbb310c1281e7aa8dcc86e2fed574587a54c5ae7ed8f769f4d78930106	common_voice_ru_22458788.mp3	Firefox	2	0				ru	Singleword Benchmark
62271f6d266de9c2f175723ae6ad4e1c83e8109e367834f152e42bd96fe1ea5b0cb373bbb310c1281e7aa8dcc86e2fed574587a54c5ae7ed8f769f4d78930106	common_voice_ru_22458789.mp3	восемь	2	0				ru	Singleword Benchmark
